district,district_reported,crop,year,season_group,yield_t_ha,yield_original,yield_unit,source_report,source_page,source_period
Rahim Yar Khan,Rahim Yar Khan,Wheat,2015-16,Rabi,3.288,3288.0,kg/ha,2015-16(1).pdf,112,current
Rajanpur,Rajan Pur,Wheat,2015-16,Rabi,2.906,2906.0,kg/ha,2015-16(1).pdf,112,current
Rawalpindi,Rawalpindi,Wheat,2015-16,Rabi,1.671,1671.0,kg/ha,2015-16(1).pdf,112,current
Sahiwal,Sahiwal,Wheat,2015-16,Rabi,3.135,3135.0,kg/ha,2015-16(1).pdf,112,current
Sargodha,Sargodha,Wheat,2015-16,Rabi,2.491,2491.0,kg/ha,2015-16(1).pdf,112,current
Sheikhupura,Sheikhupura,Wheat,2015-16,Rabi,2.879,2879.0,kg/ha,2015-16(1).pdf,112,current
Sialkot,Sialkot,Wheat,2015-16,Rabi,2.449,2449.0,kg/ha,2015-16(1).pdf,112,current
Toba Tek Singh,T.T. Singh,Wheat,2015-16,Rabi,3.378,3378.0,kg/ha,2015-16(1).pdf,112,current
Vehari,Vehari,Wheat,2015-16,Rabi,3.272,3272.0,kg/ha,2015-16(1).pdf,112,current
Bahawalnagar,Bahawalnagar,Cotton,2016-17,Kharif,0.770983,7.8,maund/acre,2016-17(1).pdf,7,current
Bahawalpur,Bahawalpur,Cotton,2016-17,Kharif,0.870816,8.81,maund/acre,2016-17(1).pdf,7,current
Bhakkar,Bhakkar,Cotton,2016-17,Kharif,0.593064,6.0,maund/acre,2016-17(1).pdf,7,current
Chiniot,Chiniot,Cotton,2016-17,Kharif,0.563411,5.7,maund/acre,2016-17(1).pdf,7,current
Dera Ghazi Khan,D.G. Khan,Cotton,2016-17,Kharif,1.735701,17.56,maund/acre,2016-17(1).pdf,7,current
Faisalabad,Faisalabad,Cotton,2016-17,Kharif,0.543642,5.5,maund/acre,2016-17(1).pdf,7,current
Jhang,Jhang,Cotton,2016-17,Kharif,1.295845,13.11,maund/acre,2016-17(1).pdf,7,current
Jhelum,Jhelum,Cotton,2016-17,Kharif,0.513989,5.2,maund/acre,2016-17(1).pdf,7,current
Kasur,Kasur,Cotton,2016-17,Kharif,0.735399,7.44,maund/acre,2016-17(1).pdf,7,current
Khanewal,Khanewal,Cotton,2016-17,Kharif,0.691908,7.0,maund/acre,2016-17(1).pdf,7,current
Khushab,Khushab,Cotton,2016-17,Kharif,0.444798,4.5,maund/acre,2016-17(1).pdf,7,current
Layyah,Layyah,Cotton,2016-17,Kharif,0.736388,7.45,maund/acre,2016-17(1).pdf,7,current
Lodhran,Lodhran,Cotton,2016-17,Kharif,2.045082,20.69,maund/acre,2016-17(1).pdf,7,current
Mandi Bahauddin,M.B.Din,Cotton,2016-17,Kharif,0.604925,6.12,maund/acre,2016-17(1).pdf,7,current
Mianwali,Mianwali,Cotton,2016-17,Kharif,1.547897,15.66,maund/acre,2016-17(1).pdf,7,current
Multan,Multan,Cotton,2016-17,Kharif,1.803903,18.25,maund/acre,2016-17(1).pdf,7,current
Muzaffargarh,Muzaffargarh,Cotton,2016-17,Kharif,0.825347,8.35,maund/acre,2016-17(1).pdf,7,current
Nankana Sahib,Nankana Sahib,Cotton,2016-17,Kharif,0.597018,6.04,maund/acre,2016-17(1).pdf,7,current
Okara,Okara,Cotton,2016-17,Kharif,0.800636,8.1,maund/acre,2016-17(1).pdf,7,current
Pakpattan,Pakpattan,Cotton,2016-17,Kharif,0.939018,9.5,maund/acre,2016-17(1).pdf,7,current
Rahim Yar Khan,R.Y. Khan,Cotton,2016-17,Kharif,0.780868,7.9,maund/acre,2016-17(1).pdf,7,current
Rajanpur,Rajan Pur,Cotton,2016-17,Kharif,0.74133,7.5,maund/acre,2016-17(1).pdf,7,current
Sahiwal,Sahiwal,Cotton,2016-17,Kharif,0.800636,8.1,maund/acre,2016-17(1).pdf,7,current
Sargodha,Sargodha,Cotton,2016-17,Kharif,0.693885,7.02,maund/acre,2016-17(1).pdf,7,current
Sheikhupura,Sheikhupura,Cotton,2016-17,Kharif,1.106064,11.19,maund/acre,2016-17(1).pdf,7,current
Toba Tek Singh,T.T. Singh,Cotton,2016-17,Kharif,0.573295,5.8,maund/acre,2016-17(1).pdf,7,current
Vehari,Vehari,Cotton,2016-17,Kharif,2.121192,21.46,maund/acre,2016-17(1).pdf,7,current
Bahawalnagar,Bahawalnagar,Rice,2016-17,Kharif,2.16073,21.86,maund/acre,2016-17(1).pdf,12,current
Bahawalpur,Bahawalpur,Rice,2016-17,Kharif,1.988741,20.12,maund/acre,2016-17(1).pdf,12,current
Bhakkar,Bhakkar,Rice,2016-17,Kharif,1.880013,19.02,maund/acre,2016-17(1).pdf,12,current
Chiniot,Chiniot,Rice,2016-17,Kharif,1.993683,20.17,maund/acre,2016-17(1).pdf,12,current
Dera Ghazi Khan,D.G. Khan,Rice,2016-17,Kharif,2.639135,26.7,maund/acre,2016-17(1).pdf,12,current
Faisalabad,Faisalabad,Rice,2016-17,Kharif,2.007522,20.31,maund/acre,2016-17(1).pdf,12,current
Gujranwala,Gujranwala,Rice,2016-17,Kharif,2.298123,23.25,maund/acre,2016-17(1).pdf,12,current
Gujrat,Gujrat,Rice,2016-17,Kharif,1.538013,15.56,maund/acre,2016-17(1).pdf,12,current
Hafizabad,Hafizabad,Rice,2016-17,Kharif,2.271435,22.98,maund/acre,2016-17(1).pdf,12,current
Jhang,Jhang,Rice,2016-17,Kharif,2.045082,20.69,maund/acre,2016-17(1).pdf,12,current
Jhelum,Jehlum,Rice,2016-17,Kharif,1.845417,18.67,maund/acre,2016-17(1).pdf,12,current
Kasur,Kasur,Rice,2016-17,Kharif,2.131077,21.56,maund/acre,2016-17(1).pdf,12,current
Khanewal,Khanewal,Rice,2016-17,Kharif,2.131077,21.56,maund/acre,2016-17(1).pdf,12,current
Khushab,Khushab,Rice,2016-17,Kharif,2.067816,20.92,maund/acre,2016-17(1).pdf,12,current
Lahore,Lahore,Rice,2016-17,Kharif,1.907689,19.3,maund/acre,2016-17(1).pdf,12,current
Layyah,Layyah,Rice,2016-17,Kharif,1.846406,18.68,maund/acre,2016-17(1).pdf,12,current
Lodhran,Lodhran,Rice,2016-17,Kharif,1.802915,18.24,maund/acre,2016-17(1).pdf,12,current
Mandi Bahauddin,M.B.Din,Rice,2016-17,Kharif,1.970949,19.94,maund/acre,2016-17(1).pdf,12,current
Mianwali,Mianwali,Rice,2016-17,Kharif,1.809834,18.31,maund/acre,2016-17(1).pdf,12,current
Multan,Multan,Rice,2016-17,Kharif,2.21114,22.37,maund/acre,2016-17(1).pdf,12,current
Muzaffargarh,Muzzafargargh,Rice,2016-17,Kharif,2.024325,20.48,maund/acre,2016-17(1).pdf,12,current
Narowal,Narowal,Rice,2016-17,Kharif,1.771284,17.92,maund/acre,2016-17(1).pdf,12,current
Okara,Okara,Rice,2016-17,Kharif,2.65495,26.86,maund/acre,2016-17(1).pdf,12,current
Pakpattan,Pakpattan,Rice,2016-17,Kharif,2.338649,23.66,maund/acre,2016-17(1).pdf,12,current
Rahim Yar Khan,R.Y. Khan,Rice,2016-17,Kharif,1.963042,19.86,maund/acre,2016-17(1).pdf,12,current
Rajanpur,Rajan Pur,Rice,2016-17,Kharif,2.072759,20.97,maund/acre,2016-17(1).pdf,12,current
Sahiwal,Sahiwal,Rice,2016-17,Kharif,2.24277,22.69,maund/acre,2016-17(1).pdf,12,current
Sargodha,Sargodha,Rice,2016-17,Kharif,1.741631,17.62,maund/acre,2016-17(1).pdf,12,current
Sheikhupura,Sheikhupura,Rice,2016-17,Kharif,1.983799,20.07,maund/acre,2016-17(1).pdf,12,current
Sialkot,Sialkot,Rice,2016-17,Kharif,1.967984,19.91,maund/acre,2016-17(1).pdf,12,current
Toba Tek Singh,T.T. Singh,Rice,2016-17,Kharif,2.492846,25.22,maund/acre,2016-17(1).pdf,12,current
Vehari,Vehari,Rice,2016-17,Kharif,2.00851,20.32,maund/acre,2016-17(1).pdf,12,current
Bahawalnagar,Bahawalnagar,Sugarcane,2016-17,Kharif,62.074032,628.0,maund/acre,2016-17(1).pdf,18,current
Bahawalpur,Bahawalpur,Sugarcane,2016-17,Kharif,73.14456,740.0,maund/acre,2016-17(1).pdf,18,current
Bhakkar,Bhakkar,Sugarcane,2016-17,Kharif,70.376928,712.0,maund/acre,2016-17(1).pdf,18,current
Chiniot,Chiniot,Sugarcane,2016-17,Kharif,59.80062,605.0,maund/acre,2016-17(1).pdf,18,current
Dera Ghazi Khan,D.G.Khan,Sugarcane,2016-17,Kharif,69.783864,706.0,maund/acre,2016-17(1).pdf,18,current
Faisalabad,Faisalabad,Sugarcane,2016-17,Kharif,61.480968,622.0,maund/acre,2016-17(1).pdf,18,current
Gujranwala,Gujranwala,Sugarcane,2016-17,Kharif,41.415636,419.0,maund/acre,2016-17(1).pdf,18,current
Gujrat,Gujrat,Sugarcane,2016-17,Kharif,52.88154,535.0,maund/acre,2016-17(1).pdf,18,current
Hafizabad,Hafizabad,Sugarcane,2016-17,Kharif,50.608128,512.0,maund/acre,2016-17(1).pdf,18,current
Jhang,Jhang,Sugarcane,2016-17,Kharif,65.533572,663.0,maund/acre,2016-17(1).pdf,18,current
Jhelum,Jhelum,Sugarcane,2016-17,Kharif,37.56072,380.0,maund/acre,2016-17(1).pdf,18,current
Kasur,Kasur,Sugarcane,2016-17,Kharif,55.649172,563.0,maund/acre,2016-17(1).pdf,18,current
Khanewal,Khanewal,Sugarcane,2016-17,Kharif,71.266524,721.0,maund/acre,2016-17(1).pdf,18,current
Khushab,Khushab,Sugarcane,2016-17,Kharif,52.980384,536.0,maund/acre,2016-17(1).pdf,18,current
Lahore,Lahore,Sugarcane,2016-17,Kharif,54.463044,551.0,maund/acre,2016-17(1).pdf,18,current
Layyah,Layyah,Sugarcane,2016-17,Kharif,63.952068,647.0,maund/acre,2016-17(1).pdf,18,current
Lodhran,Lodhran,Sugarcane,2016-17,Kharif,69.586176,704.0,maund/acre,2016-17(1).pdf,18,current
Mandi Bahauddin,M.B.Din,Sugarcane,2016-17,Kharif,52.38732,530.0,maund/acre,2016-17(1).pdf,18,current
Mianwali,Mianwali,Sugarcane,2016-17,Kharif,54.660732,553.0,maund/acre,2016-17(1).pdf,18,current
Multan,Multan,Sugarcane,2016-17,Kharif,58.021428,587.0,maund/acre,2016-17(1).pdf,18,current
Muzaffargarh,Muzaffargarh,Sugarcane,2016-17,Kharif,71.6619,725.0,maund/acre,2016-17(1).pdf,18,current
Nankana Sahib,Nankana sahib,Sugarcane,2016-17,Kharif,60.097152,608.0,maund/acre,2016-17(1).pdf,18,current
Narowal,Narowal,Sugarcane,2016-17,Kharif,35.58384,360.0,maund/acre,2016-17(1).pdf,18,current
Okara,Okara,Sugarcane,2016-17,Kharif,56.538768,572.0,maund/acre,2016-17(1).pdf,18,current
Pakpattan,Pakpattan,Sugarcane,2016-17,Kharif,58.021428,587.0,maund/acre,2016-17(1).pdf,18,current
Rajanpur,Rajanpur,Sugarcane,2016-17,Kharif,100.030128,1012.0,maund/acre,2016-17(1).pdf,18,current
Sahiwal,Sahiwal,Sugarcane,2016-17,Kharif,56.637612,573.0,maund/acre,2016-17(1).pdf,18,current
Sargodha,Sargodha,Sugarcane,2016-17,Kharif,57.527208,582.0,maund/acre,2016-17(1).pdf,18,current
Sheikhupura,Sheikhupura,Sugarcane,2016-17,Kharif,54.660732,553.0,maund/acre,2016-17(1).pdf,18,current
Sialkot,Sialkot,Sugarcane,2016-17,Kharif,34.397712,348.0,maund/acre,2016-17(1).pdf,18,current
Toba Tek Singh,T.T.Singh,Sugarcane,2016-17,Kharif,66.818544,676.0,maund/acre,2016-17(1).pdf,18,current
Vehari,Vehari,Sugarcane,2016-17,Kharif,64.545132,653.0,maund/acre,2016-17(1).pdf,18,current
Attock,Attock,Wheat,2016-17,Rabi,1.355,1355.0,kg/ha,2016-17(1).pdf,109,current
Bahawalnagar,Bahawalnagar,Wheat,2016-17,Rabi,3.269,3269.0,kg/ha,2016-17(1).pdf,109,current
Bahawalpur,Bahawalpur,Wheat,2016-17,Rabi,3.402,3402.0,kg/ha,2016-17(1).pdf,109,current
Bhakkar,Bhakkar,Wheat,2016-17,Rabi,3.07,3070.0,kg/ha,2016-17(1).pdf,109,current
Chakwal,Chakwal,Wheat,2016-17,Rabi,1.242,1242.0,kg/ha,2016-17(1).pdf,109,current
Chiniot,Chiniot,Wheat,2016-17,Rabi,3.062,3062.0,kg/ha,2016-17(1).pdf,109,current
Dera Ghazi Khan,D.G. Khan,Wheat,2016-17,Rabi,3.216,3216.0,kg/ha,2016-17(1).pdf,109,current
Faisalabad,Faisalabad,Wheat,2016-17,Rabi,3.278,3278.0,kg/ha,2016-17(1).pdf,109,current
Gujranwala,Gujranwala,Wheat,2016-17,Rabi,3.001,3001.0,kg/ha,2016-17(1).pdf,109,current
Gujrat,Gujrat,Wheat,2016-17,Rabi,1.848,1848.0,kg/ha,2016-17(1).pdf,109,current
Hafizabad,Hafizabad,Wheat,2016-17,Rabi,3.39,3390.0,kg/ha,2016-17(1).pdf,109,current
Islamabad,Islamabad,Wheat,2016-17,Rabi,1.153,1153.0,kg/ha,2016-17(1).pdf,109,current
Jhang,Jhang,Wheat,2016-17,Rabi,3.179,3179.0,kg/ha,2016-17(1).pdf,109,current
Jhelum,Jhelum,Wheat,2016-17,Rabi,1.787,1787.0,kg/ha,2016-17(1).pdf,109,current
Kasur,Kasur,Wheat,2016-17,Rabi,3.204,3204.0,kg/ha,2016-17(1).pdf,109,current
Khanewal,Khanewal,Wheat,2016-17,Rabi,3.762,3762.0,kg/ha,2016-17(1).pdf,109,current
Khushab,Khushab,Wheat,2016-17,Rabi,2.143,2143.0,kg/ha,2016-17(1).pdf,109,current
Lahore,Lahore,Wheat,2016-17,Rabi,3.152,3152.0,kg/ha,2016-17(1).pdf,109,current
Layyah,Layyah,Wheat,2016-17,Rabi,3.041,3041.0,kg/ha,2016-17(1).pdf,109,current
Lodhran,Lodhran,Wheat,2016-17,Rabi,3.883,3883.0,kg/ha,2016-17(1).pdf,109,current
Mandi Bahauddin,M.B. Din,Wheat,2016-17,Rabi,3.128,3128.0,kg/ha,2016-17(1).pdf,109,current
Mianwali,Mianwali,Wheat,2016-17,Rabi,2.92,2920.0,kg/ha,2016-17(1).pdf,109,current
Multan,Multan,Wheat,2016-17,Rabi,3.243,3243.0,kg/ha,2016-17(1).pdf,109,current
Muzaffargarh,Muzaffargarh,Wheat,2016-17,Rabi,3.18,3180.0,kg/ha,2016-17(1).pdf,109,current
Nankana Sahib,Nankana Sahib,Wheat,2016-17,Rabi,3.468,3468.0,kg/ha,2016-17(1).pdf,109,current
Narowal,Narowal,Wheat,2016-17,Rabi,2.448,2448.0,kg/ha,2016-17(1).pdf,109,current
Okara,Okara,Wheat,2016-17,Rabi,3.422,3422.0,kg/ha,2016-17(1).pdf,109,current
Pakpattan,Pakpattan,Wheat,2016-17,Rabi,3.536,3536.0,kg/ha,2016-17(1).pdf,109,current
Rahim Yar Khan,Rahim Yar Khan,Wheat,2016-17,Rabi,3.415,3415.0,kg/ha,2016-17(1).pdf,109,current
Rajanpur,Rajan Pur,Wheat,2016-17,Rabi,3.396,3396.0,kg/ha,2016-17(1).pdf,109,current
Rawalpindi,Rawalpindi,Wheat,2016-17,Rabi,1.231,1231.0,kg/ha,2016-17(1).pdf,109,current
Sahiwal,Sahiwal,Wheat,2016-17,Rabi,3.542,3542.0,kg/ha,2016-17(1).pdf,109,current
Sargodha,Sargodha,Wheat,2016-17,Rabi,2.79,2790.0,kg/ha,2016-17(1).pdf,109,current
Sheikhupura,Sheikhupura,Wheat,2016-17,Rabi,3.173,3173.0,kg/ha,2016-17(1).pdf,109,current
Sialkot,Sialkot,Wheat,2016-17,Rabi,2.563,2563.0,kg/ha,2016-17(1).pdf,109,current
Toba Tek Singh,T.T. Singh,Wheat,2016-17,Rabi,3.52,3520.0,kg/ha,2016-17(1).pdf,109,current
Vehari,Vehari,Wheat,2016-17,Rabi,3.366,3366.0,kg/ha,2016-17(1).pdf,109,current
Attock,Attock,Bajra,2017-18,Kharif,0.412179,4.17,maund/acre,2017-18-19.pdf,47,previous_year
Bahawalnagar,Bahawalnagar,Bajra,2017-18,Kharif,1.14066,11.54,maund/acre,2017-18-19.pdf,47,previous_year
Bahawalpur,Bahawalpur,Bajra,2017-18,Kharif,0.986463,9.98,maund/acre,2017-18-19.pdf,47,previous_year
Bhakkar,Bhakkar,Bajra,2017-18,Kharif,1.67244,16.92,maund/acre,2017-18-19.pdf,47,previous_year
Chakwal,Chakwal,Bajra,2017-18,Kharif,0.371653,3.76,maund/acre,2017-18-19.pdf,47,previous_year
Chiniot,Chiniot,Bajra,2017-18,Kharif,1.165371,11.79,maund/acre,2017-18-19.pdf,47,previous_year
Dera Ghazi Khan,D.G. Khan,Bajra,2017-18,Kharif,0.420087,4.25,maund/acre,2017-18-19.pdf,47,previous_year
Faisalabad,Faisalabad,Bajra,2017-18,Kharif,1.116937,11.3,maund/acre,2017-18-19.pdf,47,previous_year
Gujranwala,Gujranwala,Bajra,2017-18,Kharif,0.554515,5.61,maund/acre,2017-18-19.pdf,47,previous_year
Gujrat,Gujrat,Bajra,2017-18,Kharif,0.414156,4.19,maund/acre,2017-18-19.pdf,47,previous_year
Hafizabad,Hafizabad,Bajra,2017-18,Kharif,0.721561,7.3,maund/acre,2017-18-19.pdf,47,previous_year
Islamabad,Islamabad *,Bajra,2017-18,Kharif,0.308393,3.12,maund/acre,2017-18-19.pdf,47,previous_year
Jhang,Jhang,Bajra,2017-18,Kharif,0.890584,9.01,maund/acre,2017-18-19.pdf,47,previous_year
Jhelum,Jhelum,Bajra,2017-18,Kharif,0.374619,3.79,maund/acre,2017-18-19.pdf,47,previous_year
Kasur,Kasur,Bajra,2017-18,Kharif,0.98844,10.0,maund/acre,2017-18-19.pdf,47,previous_year
Khanewal,Khanewal,Bajra,2017-18,Kharif,1.290903,13.06,maund/acre,2017-18-19.pdf,47,previous_year
Khushab,Khushab,Bajra,2017-18,Kharif,0.816451,8.26,maund/acre,2017-18-19.pdf,47,previous_year
Layyah,Layyah,Bajra,2017-18,Kharif,0.840174,8.5,maund/acre,2017-18-19.pdf,47,previous_year
Lodhran,Lodhran,Bajra,2017-18,Kharif,1.19107,12.05,maund/acre,2017-18-19.pdf,47,previous_year
Mandi Bahauddin,M.B.Din,Bajra,2017-18,Kharif,0.86785,8.78,maund/acre,2017-18-19.pdf,47,previous_year
Mianwali,Mianwali,Bajra,2017-18,Kharif,0.598995,6.06,maund/acre,2017-18-19.pdf,47,previous_year
Multan,Multan,Bajra,2017-18,Kharif,0.467532,4.73,maund/acre,2017-18-19.pdf,47,previous_year
Muzaffargarh,Muzaffargarh,Bajra,2017-18,Kharif,0.848082,8.58,maund/acre,2017-18-19.pdf,47,previous_year
Nankana Sahib,Nankana Sahib,Bajra,2017-18,Kharif,0.858954,8.69,maund/acre,2017-18-19.pdf,47,previous_year
Narowal,Narowal,Bajra,2017-18,Kharif,0.862908,8.73,maund/acre,2017-18-19.pdf,47,previous_year
Okara,Okara,Bajra,2017-18,Kharif,0.863897,8.74,maund/acre,2017-18-19.pdf,47,previous_year
Pakpattan,Pakpattan,Bajra,2017-18,Kharif,0.796683,8.06,maund/acre,2017-18-19.pdf,47,previous_year
Rahim Yar Khan,R.Y. Khan,Bajra,2017-18,Kharif,1.046758,10.59,maund/acre,2017-18-19.pdf,47,previous_year
Rajanpur,Rajan Pur,Bajra,2017-18,Kharif,0.467532,4.73,maund/acre,2017-18-19.pdf,47,previous_year
Rawalpindi,Rawalpindi,Bajra,2017-18,Kharif,0.329151,3.33,maund/acre,2017-18-19.pdf,47,previous_year
Sahiwal,Sahiwal,Bajra,2017-18,Kharif,1.107053,11.2,maund/acre,2017-18-19.pdf,47,previous_year
Sargodha,Sargodha,Bajra,2017-18,Kharif,0.533758,5.4,maund/acre,2017-18-19.pdf,47,previous_year
Sheikhupura,Sheikhupura,Bajra,2017-18,Kharif,0.860931,8.71,maund/acre,2017-18-19.pdf,47,previous_year
Sialkot,Sialkot,Bajra,2017-18,Kharif,0.509047,5.15,maund/acre,2017-18-19.pdf,47,previous_year
Toba Tek Singh,T.T.Singh,Bajra,2017-18,Kharif,2.161718,21.87,maund/acre,2017-18-19.pdf,47,previous_year
Vehari,Vehari,Bajra,2017-18,Kharif,1.135718,11.49,maund/acre,2017-18-19.pdf,47,previous_year
Attock,Attock,Gram,2017-18,Rabi,0.797671,8.07,maund/acre,2017-18-19.pdf,27,previous_year
Bahawalnagar,Bahawalnagar,Gram,2017-18,Rabi,0.960764,9.72,maund/acre,2017-18-19.pdf,27,previous_year
Bahawalpur,Bahawalpur,Gram,2017-18,Rabi,0.838197,8.48,maund/acre,2017-18-19.pdf,27,previous_year
Bhakkar,Bhakkar,Gram,2017-18,Rabi,0.254029,2.57,maund/acre,2017-18-19.pdf,27,previous_year
Chakwal,Chakwal,Gram,2017-18,Rabi,0.63359,6.41,maund/acre,2017-18-19.pdf,27,previous_year
Chiniot,Chiniot,Gram,2017-18,Rabi,0.50707,5.13,maund/acre,2017-18-19.pdf,27,previous_year
Dera Ghazi Khan,D.G. Khan,Gram,2017-18,Rabi,0.676093,6.84,maund/acre,2017-18-19.pdf,27,previous_year
Faisalabad,Faisalabad,Gram,2017-18,Rabi,1.144614,11.58,maund/acre,2017-18-19.pdf,27,previous_year
Gujranwala,Gujranwala,Gram,2017-18,Rabi,0.356827,3.61,maund/acre,2017-18-19.pdf,27,previous_year
Gujrat,Gujrat,Gram,2017-18,Rabi,0.415145,4.2,maund/acre,2017-18-19.pdf,27,previous_year
Hafizabad,Hafizabad,Gram,2017-18,Rabi,0.564399,5.71,maund/acre,2017-18-19.pdf,27,previous_year
Jhang,Jhang,Gram,2017-18,Rabi,0.258971,2.62,maund/acre,2017-18-19.pdf,27,previous_year
Jhelum,Jhelum,Gram,2017-18,Rabi,0.72848,7.37,maund/acre,2017-18-19.pdf,27,previous_year
Kasur,Kasur,Gram,2017-18,Rabi,1.011174,10.23,maund/acre,2017-18-19.pdf,27,previous_year
Khanewal,Khanewal,Gram,2017-18,Rabi,1.334394,13.5,maund/acre,2017-18-19.pdf,27,previous_year
Khushab,Khushab,Gram,2017-18,Rabi,0.255018,2.58,maund/acre,2017-18-19.pdf,27,previous_year
Layyah,Layyah,Gram,2017-18,Rabi,0.539688,5.46,maund/acre,2017-18-19.pdf,27,previous_year
Lodhran,Lodhran -- -- --,Gram,2017-18,Rabi,0.802613,8.12,maund/acre,2017-18-19.pdf,27,previous_year
Mandi Bahauddin,M.B.Din,Gram,2017-18,Rabi,0.522885,5.29,maund/acre,2017-18-19.pdf,27,previous_year
Mianwali,Mianwali,Gram,2017-18,Rabi,0.452706,4.58,maund/acre,2017-18-19.pdf,27,previous_year
Muzaffargarh,Muzaffargarh,Gram,2017-18,Rabi,0.558469,5.65,maund/acre,2017-18-19.pdf,27,previous_year
Nankana Sahib,Nankana Sahib,Gram,2017-18,Rabi,1.383816,14.0,maund/acre,2017-18-19.pdf,27,previous_year
Narowal,Narowal --,Gram,2017-18,Rabi,0.395376,4.0,maund/acre,2017-18-19.pdf,27,previous_year
Okara,Okara,Gram,2017-18,Rabi,1.145602,11.59,maund/acre,2017-18-19.pdf,27,previous_year
Pakpattan,Pakpattan,Gram,2017-18,Rabi,1.572608,15.91,maund/acre,2017-18-19.pdf,27,previous_year
Rahim Yar Khan,R.Y. Khan,Gram,2017-18,Rabi,0.838197,8.48,maund/acre,2017-18-19.pdf,27,previous_year
Rajanpur,Rajan Pur,Gram,2017-18,Rabi,0.518931,5.25,maund/acre,2017-18-19.pdf,27,previous_year
Rawalpindi,Rawalpindi,Gram,2017-18,Rabi,0.43689,4.42,maund/acre,2017-18-19.pdf,27,previous_year
Sahiwal,Sahiwal,Gram,2017-18,Rabi,1.284972,13.0,maund/acre,2017-18-19.pdf,27,previous_year
Sargodha,Sargodha,Gram,2017-18,Rabi,0.584168,5.91,maund/acre,2017-18-19.pdf,27,previous_year
Sheikhupura,Sheikhupura,Gram,2017-18,Rabi,0.737376,7.46,maund/acre,2017-18-19.pdf,27,previous_year
Sialkot,Sialkot * -- *,Gram,2017-18,Rabi,0.333104,3.37,maund/acre,2017-18-19.pdf,27,previous_year
Toba Tek Singh,T.T.Singh,Gram,2017-18,Rabi,1.228631,12.43,maund/acre,2017-18-19.pdf,27,previous_year
Vehari,Vehari,Gram,2017-18,Rabi,1.801926,18.23,maund/acre,2017-18-19.pdf,27,previous_year
Attock,Attock,Jowar,2017-18,Kharif,0.439856,4.45,maund/acre,2017-18-19.pdf,87,previous_year
Bahawalnagar,Bahawalnagar,Jowar,2017-18,Kharif,0.857966,8.68,maund/acre,2017-18-19.pdf,87,previous_year
Bahawalpur,Bahawalpur,Jowar,2017-18,Kharif,0.732434,7.41,maund/acre,2017-18-19.pdf,87,previous_year
Bhakkar,Bhakkar,Jowar,2017-18,Kharif,0.360781,3.65,maund/acre,2017-18-19.pdf,87,previous_year
Chakwal,Chakwal,Jowar,2017-18,Kharif,0.398341,4.03,maund/acre,2017-18-19.pdf,87,previous_year
Chiniot,Chiniot,Jowar,2017-18,Kharif,0.991405,10.03,maund/acre,2017-18-19.pdf,87,previous_year
Dera Ghazi Khan,D.G. Khan,Jowar,2017-18,Kharif,0.684989,6.93,maund/acre,2017-18-19.pdf,87,previous_year
Faisalabad,Faisalabad,Jowar,2017-18,Kharif,1.433238,14.5,maund/acre,2017-18-19.pdf,87,previous_year
Gujranwala,Gujranwala,Jowar,2017-18,Kharif,0.504104,5.1,maund/acre,2017-18-19.pdf,87,previous_year
Gujrat,Gujrat,Jowar,2017-18,Kharif,0.782844,7.92,maund/acre,2017-18-19.pdf,87,previous_year
Hafizabad,Hafizabad,Jowar,2017-18,Kharif,0.568353,5.75,maund/acre,2017-18-19.pdf,87,previous_year
Islamabad,Islamabad *,Jowar,2017-18,Kharif,0.314324,3.18,maund/acre,2017-18-19.pdf,87,previous_year
Jhang,Jhang,Jowar,2017-18,Kharif,0.98844,10.0,maund/acre,2017-18-19.pdf,87,previous_year
Jhelum,Jhelum,Jowar,2017-18,Kharif,0.572307,5.79,maund/acre,2017-18-19.pdf,87,previous_year
Kasur,Kasur,Jowar,2017-18,Kharif,0.49422,5.0,maund/acre,2017-18-19.pdf,87,previous_year
Khanewal,Khanewal,Jowar,2017-18,Kharif,1.210839,12.25,maund/acre,2017-18-19.pdf,87,previous_year
Khushab,Khushab,Jowar,2017-18,Kharif,0.518931,5.25,maund/acre,2017-18-19.pdf,87,previous_year
Lahore,Lahore,Jowar,2017-18,Kharif,0.840174,8.5,maund/acre,2017-18-19.pdf,87,previous_year
Layyah,Layyah,Jowar,2017-18,Kharif,0.789764,7.99,maund/acre,2017-18-19.pdf,87,previous_year
Lodhran,Lodhran,Jowar,2017-18,Kharif,1.104087,11.17,maund/acre,2017-18-19.pdf,87,previous_year
Mandi Bahauddin,M.B.Din,Jowar,2017-18,Kharif,0.60196,6.09,maund/acre,2017-18-19.pdf,87,previous_year
Mianwali,Mianwali,Jowar,2017-18,Kharif,0.24711,2.5,maund/acre,2017-18-19.pdf,87,previous_year
Multan,Multan,Jowar,2017-18,Kharif,0.651382,6.59,maund/acre,2017-18-19.pdf,87,previous_year
Muzaffargarh,Muzaffargarh,Jowar,2017-18,Kharif,0.729469,7.38,maund/acre,2017-18-19.pdf,87,previous_year
Nankana Sahib,Nankana Sahib,Jowar,2017-18,Kharif,0.840174,8.5,maund/acre,2017-18-19.pdf,87,previous_year
Narowal,Narowal,Jowar,2017-18,Kharif,0.588122,5.95,maund/acre,2017-18-19.pdf,87,previous_year
